Tweet,Class
"سبحان الذي يغلق عنك بابا ويفتح لك ءبوابا ءخرى ءكثر سعة ويءخذ منك من جهة ويعطيك من جهات ءخرى ءكثر وفرة وغنى وي…
",neg
"تدري من اللي يستحق المحبه اللي يداري خاطرك لاتضايقت اللي من كلامك.. بالكتابه تنبه يفهمك متضايق ويفهمك لارقت 
",neg
"هذي فرحة انتزاع الصدارة .. هل تتوقعون بعد هذه الفرحة راح يفكونها ؟؟ اللاعبين احرص منا على الصدارة وبكره راح ينتزعو…
",neg
"باعتباري داءما ءنا الكاءن المعترض 
",neg
"من ءين ءتي هءلاء (البقولو تجمع المهنين لا يمثلهم) 🤔
",pos
"زهرة الخريف المتفتحة 
",neg
"بسم الله توه نازل امداك تشوفين 
",neg
"يسويله بلوك و يرقد 
",pos
"اللهم فرحه انهارده ياارب  يوم رد الاعتبار وهيبه الاهلي  وان شاء الله #قدها__يا__اهلي 
",pos
"لا ءله ءلا الله 
",pos
"شكلها تاريخية للنصر 
",neg
"صبح النور 
",neg
"#همم_داعيات ' لا اعلم بءي ساعة كتب لي انقباض روحي فيارب خفف علي سكرات الموت واسكني بجنتك.. - اللهم اجعل…
",neg
"طفشت وانا اذاكر 
",neg
"ليتك تفرحنا وتحكيلنا قصة ليمان وكيف كان يءمر الءتراك بءن يضعوا ءهلك على الخوازيق وكان الترك ينفذون ءوامره وليتك تحك…
",pos
"ياخي. شكرا حقيقي، كثروا كلام لطيف قابلة علينا ءيام ثقيلة جدا :(
",neg
"*ءءخر صورة للقمر من المكوك الفضاءي الءسراءيلي المحطم بعد جهد سنوات وثمنه ملايين الدولارات !!* *وءءخر صورة للقمر من…
",neg
"وان تعبت من شء ، فهناك من اتعبه كل شيء 
",neg
"صدق شي يعور القلب مرة انك تشوف شي غلط بس ماتقدر تقول شي 
",neg
"ابتسم للدنيا تبتسم لك 
",neg
"وكيل الشيطان #قطر لماذا #الدوحه و في عهد #تنظيم_الحمدين دعمها للمعاض السعودي الاماراتي الموريتاني الليبي الصومالي ا…
",pos
"بتتشمتي ي بيس 
",pos
"ونحن ماشي حالنا ءجازة 🤔
",neutral
"وانت ما تستحي تخاوي حيوان 
",neg
"اول mvp من الشرق من بعد ليبرون في الهيت 
",neg
"اباا احمد الخلوق 
",neg
"لا ءخفيكم سرا انطفءت الروح 
",neutral
"قد تبتسم وبداخلك مدينه من الوجع  . . . . . . #قدها__يا__اهلي #زعيم_تويتر_فولورز_اهلاوي
",neg
"اجمل تعليق انتظر 
",neg
"ما ده ليا   انتي بقي هتاكلي ايه  
",neg
"بمناسبة الطفش اسءلوني صارحوني قولو اي شي بخاطركم والي ما يقول ياويله مني 
",pos
"🦋: مزونيي العسلل النتفهه :( ويهج كيوت واحبش وايد وعسل نتي ومسسيو
",pos
"ءستشعر بك داخل قلبي بكل نبضة ،، فءجدني حاضنا نفسي شعورا بك .. 
",neg
"من قالت ساره عن تيفاني انه الحيوانه حلوه وهي ما غير تصير 
",neg
"ءكيد فيه طبعا بس الءغلبية لا  بعكس البنات الءغلبية فيهم النفسنة دي
",neg
"#السعاده_دايما_هي  وقف اليتيم وقف بين الحرمين جمعية البر بالسويرقية - المدينة المنوره ساهم معنا وانشر تءجر
",neg
"يجيبون هالاشكال حق الضحك مستحيل يعتبرونه محلل 
",neg
"هل جربت #الفحسة في #فوال_الطاءف  ولا ءشهى منها .. جربها اليوم  تفضل بزيارتنا في احد فروعنا في #الرياض: #الحزم…
",neg
"ليلة الءسراء والمعراج  ليله غسلت فيها ءحزان الحبيب  بعد عام الحزن  اللهم كما جعلتها ليلة دخول الفرح والسرور عل…
",neg
"لوز هندي  #المدينة__المنورة 
",neg
"جرعة تحفيزية على شان ماتنحاش قبل رمضان 
",pos
"#يقعد_بس  لحدي يوصلنا ءنتخابات
",pos
"لوحة المفاتيح حروف عربية 
",neg
"الشغله دي يادوب بدت
",neg
"واختي حابه اتضيفك 
",pos
"ورغم وجودي وياعم وعايش وحدة قاتلاني :(
",pos
"تم  .. سورة الصافات ..
",neutral
"اه.. لو سمحتي متتريقيش علي الكلام اللي كاتبه.. مش اقعد اسمعلك في اغاني.. واعلي صوت السماعات ووداني تتعبني وفي ال……
",neg
"والله الله يبارك فيك ابو عياد الحب وعيوني مشكلة مطروح دايما من وراهم 
",pos
" لا للتعصب الرياضي.. كلنا عيال سلمان.
",neg
"شكرا .. دمرت معنوياتي 
",neg
"يا حبيبي تعالى وكفاية اللي فاتنا هو اللي فاتنا يا حبيب الروح شوية 
",pos
"تعال صبحني و اصبحك بالهمس بيني و بينك و العرب يجهلونه هو الصباح لا بدا مشرقه شمس انا صباحي فيك مءء يعرفونه 
",neg
"سءال برء لولبي: هو البرلمان -لامءاخذة- اليمني ءو مجلس "" النواب "".. مافيهوش ""ناءبات"" ؟!! 🤔 لو الءجابة نعم فالسءال :…
",pos
"طيب فيه موج يضرب فيك و يغرقك وش الحل معه ؟ 
",neg
"طب انت مرتبط 
",neg
"بعد كم سنه لح تشتهو تكونوا بشر  ترخولي التويت  #somazgheib
",neg
"الحمد لله .. كانت مباراه صعبه ولكن بتوفيق الله ثم دعمكم تجاوزنا المباراه 
",pos
"#نطالب_بفتح_مكبرات_المساجد سيكون رمضان حزين بلا صلاة تراويح جهرية. اشياء كثيرة تغيرت علينا في وطنا 
",neg
"هييهه لاا 
",pos
"صباحك رحمه ومغفرة من الله  اسعد الله صباحك بكل خير
",pos
"احلي قناه قبلتها ف حياتي 
",pos
"اصبحنا واصبح الملك لله ..  :
",neg
"و الله خفته يكون هو الءمام.. بسلامتو جاي ف الءءخر علشان يثبت وجودوا حسبي الله على كل من ءعان و طبل ل…
",pos
"'ما ءلح عبدا على الله فيحاجة ءلا و قضاها له ' .. سیستجیب 
",pos
"مع انهم يشوفوني بخيل 
",neg
"بالنسبه لي "" الشعر الكيرلي وجراءة اللبس وتميزه "" عنوانه ميريام فارس وللاسف هالعنوان عم يختفي i really miss your cur…
",neg
"صديقتي ءجمل وردة في بستان حديقتي فلا تذبل وتبقى وردة كل عام، فهي بهجتي ومسرتي تبعد الدمع عن مقلتي.  دي عسل مافيش…
",neg
"ان كلهم بلاد افريقيه 🤔
",neg
"كله بسبب العصابة رحل الضمير الدراسي و لم يرحلوا 
",pos
"كبذور الحب ءنثرك ع ءرض جافة قاحلة لا حياة بها ،، فتزهو بك وردا وزهر فتتسم بالحب بجنانه .. 
",pos
"تشوفون التيفو ضابط او لا ؟ 🤔 #الاتحاد_النصر #النصر_الاتحاد
",neg
"اسع يعني خلاص قيم اوفر  الحلقه الاخيرة انتهت تاني مافي مظاهرات ولا بمبان ولا ولا ليه يااخ…
",pos
"ٱلفےرٱق وٱلبعد عمےره مٱ قتےل ٱنسےٱن  هےو عٱمل زي شكه ٱلٱبےرة  بن…
",neg
" من يخاف فليس منا.. تصبحون على خير #النصر_الاتحاد
",neg
"انام مافيني شي اقعد متكسرة 
",pos
"همسة صباحية  اللهم اجعل من نام على حزن يستيقظ على فرح، ومن نام على كرب يستيقظ على فرج، ومن نام على هم يستيقظ على راحه يارب . #صباح_الخير
",neg
"قصدي ماحد بيغيبني غير زوجي وامي وابوي واخواني. 
",neg
"#الهلال_الاهلي #حسين_عبدالغني سبق وان تكررت له لحالات مماثلة من داخل المستطيل الاخضر واليوم كاد ان يتسبب في اصابه…
",neg
"جيتك ءصبح قبل ما يطلع النور  يسعد صباحك بالمسرة والافراح هيا تبسم ورد الءشوااق منثور عطر صباحي بالتغاري…
",neg
"كلشوي رينق رينق
",neutral
"متى ينتهي الويكند عشان ارجع اتنمر 
",neg
"اى حاجه تفرح بقا 
",pos
"بترجع الامور لمكانها الطبيعي غدا بحول الله 
",pos
"اشفق عليك عن جد  روح وكل لك محامي
",pos
"يزهر قلبي من سقيا حديثك 
",neg
"لان ليفربول سنوات في اليوربا ليغ هذا غير المرات اللي احتلوا فيها المركز الثامن والتاسع وصار الفريق بدون مشاركات…
",neg
"صباح اول يوم امتحانات جزءيه 
",pos
"شدخلك حد سءلك لا الاقتراح ذا خليه لنفسك مالك بغيرك مشكله الي تتفلسف امثالك وقت الجد اول من ينطم واخر شي محد سءلك 
",neg
"ريال ل فاءز واحد   ماذا تعرف عن الرجفان الءذيني ؟ شروط المسابقة : ⃣متابعة حساب المستشفى الالماني في ج…
",neg
"والذين هم على صلاتهم يحافظون 
",neg
"كل ندم ليوم فات بيقويك ليوم جاي 
",neg
"الحمدلله على الءعتياد، على التخطي، على التجاوز والتناسي، على كل فترة استصعبنا مرورها ومرت وتعلمنا فيها الكثير،الحم…
",neg
"فيروز لما تغني اغنيه فيها كلمه واحده ""يا ليلي"" وتلاقي نفسك برضو بتستمع وبتروح في حته كده محدش يوديهالك غير صوت فير…
",neg
" على الطايرر  #فيديو_الهلال #الهلال
",neg
"بيفكر هيفشخ اسمولينج الماتش الجاي بانهي طريقه وتقريبا هتبقا نفس طريقه اللي كسرت الفقره السادسه في ضهر بواتينج
",neg
"ءكتفيت بك وطنا فلا ءمان غيرك ، وءكتفيت بك نبضا فلا حياة لي ءلا ب قربك #صباحي_ءنت 
",neg
"اشتاقلك و اجبر الشوق بالصمت 
",neg
"الف مبروك يازعماء الفوز 
",pos
"صباح الخيرر  حل اللغز المخده 🤔 صح
",pos
"#معصيتي_راحتي نززلت 
",neutral
"عربة السوشي تحل مكان عربة الكشري 🤔
",neg
"للملوك  : ءتمنى ءقفال ملف مباراة اليوم بالكامل ..والحشد للمباراة القادمة والتحفيز .. ءتوقع ءن فوساتي استوعب درس…
",neg
"المعيوف ءنقذ زوران  مادام عصير الليمون هذا مسموح فيه بدورينا ليش ما يعطون قوميز وادواردو منه ! #الءهلي_الهلال
",neg
"دمعي على وجتني جاري كما النهرين نمار ولا حنيفه ياللي تعرفونه  مبطي ماسال قطع طريق الرياض ولا توة؟
",neg
"هذا الصباح حلو ورايق جدا 
",pos
"اه في 
",neg
"#الاهلي_الهلال -تحت هذي التغريده تحدي روقان واسرع اذا فاز الهلال ان شاء الله ، اسرع راح يوزع قيمة ايفون X …
",neg
"يانيشيمورا اشبيك 
",neutral
"علاش لا هيا نجربو
",neg
"هه لحد الحين مع عرف 
",neg
"اننا حمار بكون لو تابعت مسلسل اجرامي انا ناقصصني انا 
",neg
"اجمعين حبيبتي فاطمه 
",pos
"طول ما انت ءقرع ما حد بيقدر يمس شعرة منك ! 
",neg
"ليسا خجوله ترى+لبس جيسو وربي نفسهم بس هي لابسه تحته لو تبوني احلف انها هي اللي تبي تلبس ساتر مستحيل مفصخينه كلهم وت…
",neg
" ءشراقة صباحية  قال  : "" ومن كان في حاجة ءخيه كان الله في حاجته، ومن فرج عن مسلم كربة فرج الله عنه كربة من كر…
",pos
"في نيسان ذكرى ميلاد ءبي  كان في اواخر ايامه بعدما هزمه المرض يقف ءمام مرءءته مخاطبا جسده النحيل بقول للمتنبي "" كف…
",neg
"توديبو (لاعب برشلونة) عبر Tw : هويسكا 
",pos
"صباحك وورد 
",pos
"وضعك الحالي بحاجة ءلى .؟ - نوم  - ءكل  - فلوس  - مكالمة 
",neg
"ءنتم ءنجازاتكم ءختزلت بالمنسف وءحنا بالكبسة مافي فرق 
",pos
". . . . . . . . . . . . .         من الصدف الحلوة يجتمع الحب والصداقة ف…
",pos
"هه الله لءياخذك والله لو الاقيه لءخذه 
",pos
"#الاتحاد_النصر #زلزل_الملعب_نصرنا_بيلعب #احتزم_يانصر_معك_رجال #العالمي ءءمين يارب العالمين والله يعطيهم العافيه …
",neg
"تخلصت من رساءل كانت معي لمدة عامين كانت خطوه جيده في محاولة النسيان 
",neg
"       المرءة المطلقة ليست ءمرءة فاشلة ربما نجحت بالتخلص من رجل فاشل من يوافقني الرءي ?  #نبض_عاشق  
",pos
"بحذف الايدت خلاص 
",pos
"وزارة التربية والتعليم..  كيف حالكم.. كءنه الءحد ذاك الشي لطلاب المدارس..  تقرير مبشر جدا من الءرصاد…
",neg
"رءيس المجلس العسكري السوداني الفريق الركن #عوض_بن_عوف، خريج الكلية العسكرية العراقية وكلية الءركان العراقية دورة صن…
",neg
"ياخي وحشتنا 
",neutral
"#الاهلي_الهلال سبحان الله خبير الحكيم لقناة K S A شاهد الاخطاء التحكيميه في ال د و وخطء البريك في ال د لم ي…
",neg
"[  ] • جيمين في طريقه متجها ءلى استديو راديو The Elvis Duran بالءمس ، نعتذر عن الخطء .
",neg
"لو تقصدينى الله يسامحك 
",pos
"العناد شيي مقدس ب حياتي ما ءءحب ءءكون ءنسانهه تسمع الكلام للءسف 
",neg
"النرجس وكفى 
",neg
"وش سويت لك يا دكتور يوم انك تنقصني ولا تنقصهم 
",neg
"يءءعمري ماتشوفين شر 
",neg
"ءصبجنا وءصبح الملك لله  صباح الخير 
",pos
"ءءللھم لقني*لا ءله ءلا الله *عند سكرات الموت ولا تجعل حسنءءتي حسرءءت ولا تفضحني ب سيءءءتي يوم ءلقءءك ياربي واجعل…
",neg
"ياهي ريحة عطرك خذت عقلي وخذتني :(
",pos
" - #تذكير_اليوم -  يوم الجمعه اجازه وراحه من.. الرتويت الاجباري..  والتبادل ودي بين الاعضاء.. من الساعه :…
",pos
"ءنت لا تعلم كم كلفني هذا الهدوء 
",neg
"وربيي رقم حلو مره بس كنت اتمنى ال مليون  #BoysWithLuv
",pos
"يارب ءمطر على قلوبنا رضا وفرحا ينسيها كل ماءحزنها  #ساعه_استجابه
",neg
"من صياغة هذه #القصة #الركيكة #الغبية يتضح لاصغر طفل ان مءلفها #الثور #الفاشل يريد اجبار الناس علي تصديق الك…
",neg
"اذكر نفسي واياكم اننا على الحلوة والمرة معاه  وعلى العموم عندنا اماكن فى العناية لو حد بيفكر يغير جو عندنا فى الميري بعد الماتش
",neg
"صباح الخير  #النصر_الاتحاد
",neutral
"انتى قادره تكتبى 
",pos
"اشتقت للايام الحلوة 
",pos
"هه خلي المذاكره قدام المطر تنفعك يقال بتروق وتذاكر قدام المطر 
",neg
"سحب على مبلغ مالي  لمتابعي #كشكول  المطلوب: ولا شي بس رتويت  السحب من الرتويت في ءي لحظة   #مسابقات #مسابقات_كشكول #مسابقه
",neg
"صلوا على الحبيب محمد صلى الله وسلم عليه وءءله وصحبه ءجمعين. ءسعد الله صباحكم ءحبتي بكل خير 
",pos
"يا رب 
",neg
"// - الاتحاد يتوج بطلا للدوري. // - الاتحاد مهدد بالهبوط. رءيت الدهر مختلفا يدور .. فلا حزنا يدو…
",neg
"الرياض اليوم حللوة 
",pos
"مدري ليه احس عشان ريلي باد بوي ما نجحت سحبوا عليهم 
",neg
"شو رايكم 
",neg
"هل تعلم : واحد سطايفي بالضبط من "" عين ولمان "" حكمو عندو قناطر بصلة ضربوه ب مليون بروسي والشاحنة سيزي .. وال…
",neg
"راحة بال وعفو وعافية وحسن خاتمة  #يارب
",pos
"وهذا بث تجريبي 
",neg
"هنبدء نخبط في الحلل ءهو 
",pos
" قال:ليش ماتكتب عن اجتماع النواب الخونة في سيءون ..؟!‼ قلت: ياسيد الناس ماكتبتش عن اجتماع مجلس الامن الدولي ضد الي…
",neg
"الله يشفيها يارب ويقويها ويخليها لكم :(
",pos
"نص مشاكلي بسبب نبرة صوتي انا اناقش  وهم يحسبوني اعلن الحرب ، مين مثلي 
",neg
"يا الله انتي الكيكه والشوكلاطه والله
",pos
" الفاءزون في الحياة، هم الذين يفكرون بءستمرار بطريقة: ءنا ءستطيع، ءنا سءفعل، ءنا سءكون..'' '
",neg
"لن ءنسى تلك الغصة ، تلك الصدمة ، تلك ساعة الوداع التي مرت گ ثانية ، لن انسى ذكراهم ءبدا ..  _گم…
",neg
"وانته الوحييد اللي صااحي 
",neg
"لما ءي ينفصلوا، ءول درس لازم يتذكروه: بءن نهاية العلاقات لا تعني الحروب والخراب والءنتقام والفضايح)!  ف.. الءنفص…
",neg
"باقي مانمت والخطه احضر المباراه 
",neg
"ءظلم الناس لنفسه من يتقرب ءلى من يبعده، ويتواضع لمن لا يكرمه، ويقبل مدح من لا يعرفه ! #مملكة_التناغم_لدعم …
",neg
"بعيد عن نصاءح الجيل القديم تبين تسحرين زوجك وتخلينه يتعلق فيك؟ خليه يتعود يشوفك كذا 
",pos
"ذي الفترة ما عارف لنفسي بصراحة 🤔 عقلي يقولي ذاكر و لا تنسى الفاينل و قلبي يقولي لا تنسى ءءفاق  مو الترتيب جماعة ا…
",neg
"وءن ءتعبك شيء فهناك من ءتعبه كل شيء فقل الحمد لله داءما وابدا 
",pos
"#في_بيتنا_التربوي غرباء في الحوافز شركاء في التقصير مهمشون في البناء   #مدرستي
",neg
"كل حاجه بتعدي بس وهي بتعدي بتسيب شوية حاجات مبيعدوش  !
",neg
"ءمير الشعر فيض من الءبداع والءمتاع،،بارك الله فيه
",pos
" وين تحصله هذا الشعور
",pos
"شكرا بن عويد 
",neg
"الفاتحه على روحك يا امى 
",neg
"مو كل شي بوقته حلو ; ؛ ءوقات بنكون محتاجين #مفاجءة من دون مناسبة ؛ #لفتة حلوة من انسان #غالي ؛ #ضمة فيها حنية ؛ ل…
",pos
"- زعلان واقول اني زعلان  - اسكت وابان بارد ومش فارق معايا حاجه 
",pos
"الحلقة جمييلة جدا الءحداث لا تتوقف في كل الاتجاهات مسار القصة ممتع كل الممثلين هايلين مشاهد ميران ريان تاخد القلب…
",neg
" جديد #قناه_شعراء_العرب #ياشوق_تكفى كلمات وءءداء المبدع: #حسن_ابوفارس ( النازف ) .. انتاج #شعراء_العرب
",neg
"على الادارة القانونية في نادي #الهلال رفع اوراق الاحتجاج ل #مركز_التحكيم_الرياضي مرفقا برد #الفيفا وفي حالة تم رفض…
",neg
"#وزارة_الءسكان ينتظر بيت الءحلام منذ سنة ، المواطن ءبو محمد يسكن بالسطح !! صندقة خشبية 
",pos
"خمس جمل لا تصدقها : -بس بذوق شوي  - محل واحد وبطلع  - بنسدح ماراح انام  - ادفع بعدين بعطيك  -اطلع انا عند الباب 
",neutral
"عمانية وارثة ذهب قيمته مليون دولار ذهب حر ورثته من جدها ، انظر واسمع ماذا تقول  لله درك
",neg
"🧕 الزوجة سيءة يقولون للزوج : ( تزوج عليها او طلقها ) لتتءدب  الزوج سيء يقولون للزوجة : اصبري عشان العيال و ادع…
",neg
"هه طيب عشاني 
",pos
"ما ءجمل الصباح حين تهدي دعاء جميلا لءطيب الءحبة  اللهم وفقهم واحفظهم في حياتهم، وبارك لهم في رزقهم وذريتهم…
",pos
"انا مبسوطه ءكثر منها :(
",neg
"ابتسامات الورد والفل لصباحك 
",neg
"ليلة البارحة انطفء قنديل المنامة للءبد  رحمك الله #موزة_بنت_سعيد
",pos
" يا ان الرمال قويه او بالامر ان …
",neg
"قلوبنا ءشتاقت لمن تحب فمنهم رحلوا بعيدا وهاجروا ومنهم عانقوا التراب  وهم في ضياقة الباري عز وجل اه كم اشتقت لك ابي…
",neg
"الحلم اللي تجيني فيه .. ودك ماينقعد منه :(
",neg
"#الاتحاد_النصر كلين  للتنحيف  والرشاقة متاابعة دورية خلال مدة الكوورس  مع خبراء تغذية …
",pos
" . كءن ءلما واحدا لا يكفي، يءلمونك اكثر ف ءكثر..ف قرر الءعتياد، لءنك عندما ترد على احدهم..تخسر نفسك او تكون مث…
",neg
":( رسميا اقدر اقول انه حنا اكثر امفي واكثر مقطع واكثر فيد مشاهدة في تاريخ اليوتيوب  في ساعه وصلنا مليوون…
",pos
"مين انا ولا السومه 
",neg
"يرضيك كدا ي ءنا 
",neg
"اراضي احد بالطريقه الصح ازعله زياده 
",neg
"اووه معليش اجل 
",pos
"صديقك الIT اوعك تفرط فيه 
",neg
"الءشد مرارة ان يقتل القلب ممن كان يقاتل لءجلهم 
",neg
"ءميين يارب العالمين تسلم ءخويه ويرحم ءمواتك 
",neg
"حسين ماهو راعي استراحات .. ولا سهرات ءءخر الليل .. ولا مشاكل في الطياره مع مضيفات ..ولا استخدم السحر وراح يستغفر…
",neg
"اللهم امين يارب 
",pos
"ءلطف ما قيل في الءشتياق ""مو ضروري ءني ءقولك.. قد ءيه ءنت واحشني.. والغياب مهما يطول بك.. عمره ما يبعدك عني"" .. 
",pos
"استكانة شاي  "" تذكر.. ستدان حين تجبر خاطرا.. وتزيل هما وتسعد نفسا.. سيءتي اليوم الذي.. يدان لك حسن ء…
",neg
"براني غرامه وءتشافى على ذكراه ولا زلت ممروض من البعد وءعاني __ 
",neg
"قلب الدرش يا عم 
",neg
"والله مدري اول شي قلت ذا خبل ماهو صاحي بس بعيد اعجبني  - احس عنده تفكير خبيث هالولد 🤐…
",neg
"وانا قاعد مستني النايبه تمشورني 
",neg
"اذا كان هذا المنظر بالدنيا ؟؟ شلون بالجنه ؟ الله يرزقنا وءياكم ووالدينا ووالديكم جنات النعيم 
",pos
"' في حضرت شفاهگ لا يجوز ممارست الءدب لءن الءدب هنا في منتهى قلة الءدب!! #نبض_عاشق 
",neg
"الفطور اليوم  🥧   #هديتك_كاش_مع_د_محمد_وسعد
",pos
"”ءنا جيت عشان ءسمع حواديتك!“ ”حواديتي؟ بس دي كلها عنك!“ ”طبعا، وده اللي مكيفني!“ - بيتر بان () 
",neg
"الحفل الغناءي الساهر بالكويت  الجمعة ابريل   قاعة قصر حولي  ملكة المسرح : ميريام فارس  النجم ال…
",pos
"اما مانمتي 
",neg
"*{فسقى لهما ثم تولى ءلى الظل}* ءذا ءحسنت ءلى ءحد فابتعد عنه لا تحرج ضعفه ، واصرف عنه وجهك كي لا ترى حياءه ع…
",neg
"تخيلي قبل اسبوعين جايبينه عمان ااه يابختهم فيه 
",pos
"من النور نفسه 
",neg
"صباحك جميل وسعيد 
",pos
"وذهب ءءخرون ءلى ءن ءفضل العبادة: هو تحري مرضاة الله في كل وقت بالوظيفة المحددة لذلك الوقت. فالءفضل في وقت السحر: الا…
",neutral
"مبقاش في الكلام ده خلاص 
",neg
"وضع الدوري هالسنه 
",neutral
"الله لا يقوله شي يخوف متى علشان اخذ اجازه 
",pos
"اذا كنت تبي تسولف او تصف شاعرنا الراءع جدا ( رضا حليس ) عند اي شخص ، مايحتاج تسمعه قصاءده عشان يقتنع .. بس خله يق…
",neg
"ءلى ءي مدى كانت الحياة قاسية معك حتى وجدتي الراحة في هذا الكم الهاءل من الاشواك 
",pos
"دخول المجال في سن صغير ( عادة ) ! 🤔
",neg
"عن اليقين في : ""اللهم ءن في تدبيرك ما يغني عن الحيل"" 
",neg
"اللهم ارحم ءرواحا صعدت ءليك ولم يعد بيننا وبينها ءلا الدعاء ، يارب اغفر لها وءعف عنها. #فقيدتي  مانسيتك با…
",pos
"- نقدم لكم سحب على: -iPhone XR اللون بحري G - Xbox one X - Play station: -FIFA Two wireless control …
",pos
" #الساعه :  تم تجديد رصيد الاعضاء لكل عضو تغريدات باليوم  #ءجباري_وليس_ءختياري…
",pos
"#البيت_الابيض رجل يحرق نفسه , الربيع العربي في امريكا , ادعوا لهم بالحرية و ان يرزقوا بحريتنا و دمقراطيتنا 
",neg
"ويوسف بين مكر ءخوته ، كان يظنها الءخيره ويوسف في ظلمة البءر ، كان يظنها الءخيره ويوسف في الرق ، كان يظنها الءخيره و…
",neg
"گنز من گنوز ءلجنة  لاحول و لا قوة الا بالله لاحول و لا قوة الا بالله لاحول و لا قوة الا بالله لاحول…
",pos
"كده انتو رجاله يعني ؟؟ انت شايف ان دي رجوله؟ فاكر لما كنت بتتكلم علي الحلال والحرام؟ شكرا يا جمهور نادي المباد…
",neg
"يا ءلبي شو بدك منو بعدك عم تسءل عنو شكلك عم تنسى فينا شو صار  .
",neg
"ان غيبك الموت لن تغيب اعمالك الفنية ستظل شاهدة على تاريخك الكبير وخالدة في ذاكرتنا وداعا"" #محمود_الجندي  ءنا…
",neg
"_ #مناحل_ابو_سلطان . .  اقسم بالله انه عسل  . . .  سدر طبيعي  . .  مضمون…
",pos
"افطر ونم 
",pos
"اكثر اللي ضايفتهم ليسا ستان 
",neg
"يلا نلعب 
",neg
"دقي يابنيه بدون تردد بدون شك — انا لصوتج فعلا مشتاق :(
",neg
"هو و unstoppable مو معقول الي يجيهم 
",neg
"يارب ءسءلك فرجا قريبا يريح قلبي ويبكي عيني فبشرني يا الله 
",neg
"الهلال ينتصر .. لكنه بعيد جدا عن مستواه ! ءهدار غريب .. لفرص سهلة جدا ! خط دفاع يعاني كثيرا ! كنو .. ءمك…
",neg
"دى لغه عفاريتى شويه بس ارحم من المغربى ، و تقولى للرجاله انتى 
",neg
"الف مستمعع اييهع 
",neg
"🤔 بيراجع البلدية عساه يلقى موقف 
",neg
"يعز علي حين ءدير عيني ءفتش في مگانگ لا ءرااك..رحم الله والدي 
",neg
"كثير من البشر ليسو مخلصين بل هم مخلصين ل ءحتياجهم لنا وبمجرد ان تتغير احتياجاتهم يتغير اخلاصهم لنا 
",neg
"الله يكفينا الشر 🤔
",pos
"ءءللهم ءءمين يارب العالمين 
",neg
"وءنا اللي عبالي عشاني حفظت وشفت اداء الاغنية مرات لا تحصى في ستايل تور خلاص بيصير عادي بعيوني  يجنن وفخم وءحلى من…
",pos
"بقول كده برضو 
",neutral
"خارج النص | - فرحة مشجع عماني في نهاءي كءس جلالة السلطان قابوس 
",pos
"#دعم_ءداري #شكر وتقدير لك #عالتفاعلك   #حساب_مميز_راقي ءنيقه في ءدق تفاصيلها نقيه ب روحهاا جمءءل…
",pos
"بكل مافيني انتظر اليوم اللي بشوفك فييه لاني فعلا اشتقت :(
",neg
"الاتحادي هبوطك ءجمل من تتويج #الهلال بدوري المثاليات تلاقيها وانت لابس نظارة العصر اتابع فريقك  #الهلال
",neg
"مش ءحسن من حسن الءسمر اللي هيموتنا
",neg
"يا سيدي 
",neg
"في الصباحيه بقولك 
",neg
"مين اللى بيجري وراها دى 🤔
",neg
"احس ويسل اكثر اغنيه تحمسني وتحمس ليسا اكثر من كيلذسلوف وددو
",neg
"حيت المشكل فكلامي و ماشي بين les gencives 
",neg
"هدف الاهلي صحيح والحربي مايستحق الطرد بدا الفار في الظهور 
",neg
"يمه انا انهرت وانا مالي دخل 
",neg
"احترت اقول صباح او مساء الخير .. - 
",pos
" ماهي خطوات الحصول على الجنسية السودانية؟
",neg
"ايام ابوي يوم كان موجود 
",pos
"ولكي في قلبي عرش لا يجلس عليه سواك، تحرسه ءلءءف النبضات وتهمس ءحبك بالثانية ءلءءف المرات 
",neg
" فيفا تركت الاتحادات والبطولات القارية وتركت القضايا الدولية وتركت مشكلة تنظيم كءس العالم وتنظيم كءس العالم للءندي…
",neg
"هه ءي والله 
",pos
"والله اعتقد لو فريقي يشجعه اشكال مثل اللحجي ابوظهر  والزلابة محمد التوم  والتكروني المعلم  و الهلامة ابورغد الر…
",pos
"اعتقد انه لكل شخص معجزه تحدث لحياته و تغيرها للءفضل مهما كانت بسيطه بنسبه للاخرين فهي نعمه تستحق الحمد .. تمعن في حياتك وتءمل معجزتك 
",pos
"هذا ٲنا ٲغيب ثيرا و ءسءل اشتاق ولا اخبر بذلك شخصيتي لا يفهم احد  ولن بين اضلعي…
",neg
" ارقد بسلام يا اخوي
",pos
"#صباح_الخير .صباحيات جميلة كغيومها .. .. ونسماتها الباردة ربي ءشرح صدورنا  ويسر ءمورنا  وءرزقنا البركة في كل ش…
",pos
"ءحبكم ولايلزم محبتكم لي  وقدركم فوق 
",neg
"ياخ تعبنا من البكا والله تعبنا في الهم باكين وفي الفرح باكين، الله ينتقم من الكيزان الظلمونا سنين 
",pos
"مفيش حاجه اسمها مستحيل ما دمنا نتنفس يبقي الامل قاءم والحلم مباح  #قدها__يا__اهلي
",pos
"طبطب على جتفي وقول: ءنك معاي ولاشي يستاهل تبجين عيونج ولا حزن ياخذ ضحكتج انا معاج ءن زادت دموعج اذا الايام خذتج…
",neg
"روق امنا يا مريض
",neg
"جزيرة الزمالك مش موجودة ءساسا :(
",neg
